시설명,종류,주소,도로명,지번주소,위도,경도,법정동
서울대진초등학교,학교,서울특별시 강남구 개포로109길 74 (개포동),서울특별시 강남구 개포로109길 74 (개포동),서울특별시 강남구 개포동 13 대진초등학교,37.49668616,127.0780435,서울특별시 강남구 개포동
서울양전초등학교,학교,서울특별시 강남구 개포로 513 (개포동),서울특별시 강남구 개포로 513 (개포동),서울특별시 강남구 개포동 183 양전초등학교,37.49046042,127.0701634,서울특별시 강남구 개포동
한국외국인학교,학교,서울특별시 강남구 개포로 408 (개포동)한국외국인학교,서울특별시 강남구 개포로 408 (개포동),서울특별시 강남구 개포동 155 한국외국인학교,37.48581816,127.0634003,서울특별시 강남구 개포동
서울개원초등학교,학교,"서울특별시 강남구 선릉로 29(개포동, 개원초등학교)",서울특별시 강남구 선릉로 29 (개포동),서울특별시 강남구 개포동 660-10 개원초등학교,37.48136587,127.0590552,서울특별시 강남구 개포동
서울개일초등학교,학교,서울특별시 강남구 개포로 401 (개포동),서울특별시 강남구 개포로 401 (개포동),서울특별시 강남구 개포동 174 개일초등학교,37.48588691,127.0581233,서울특별시 강남구 개포동
서울포이초등학교,학교,서울특별시 강남구 개포로22길 87 (개포동)서울포이초등학교,서울특별시 강남구 개포로22길 87 (개포동),서울특별시 강남구 개포동 1273 포이초등학교,37.47564016,127.0523932,서울특별시 강남구 개포동
서울구룡초등학교,학교,서울특별시 강남구 개포로 263 (개포동)서울구룡초등학교,서울특별시 강남구 개포로 263 (개포동),서울특별시 강남구 개포동 655 구룡초등학교,37.48066691,127.0521401,서울특별시 강남구 개포동
서울학동초등학교,학교,서울특별시 강남구 선릉로115길 42 (논현동),서울특별시 강남구 선릉로115길 42 (논현동),서울특별시 강남구 논현동 264-7 학동초등학교,37.51208489,127.0398476,서울특별시 강남구 논현동
서울논현초등학교,학교,서울특별시 강남구 강남대로120길 33 (논현동),서울특별시 강남구 강남대로120길 33 (논현동),서울특별시 강남구 논현동 168 논현초등학교,37.50821768,127.0262781,서울특별시 강남구 논현동
서울대곡초등학교,학교,서울특별시 강남구 남부순환로 3022 (대치동),서울특별시 강남구 남부순환로 3022 (대치동),서울특별시 강남구 대치동 510 대곡초등학교,37.49441517,127.0651652,서울특별시 강남구 대치동
서울대치초등학교,학교,서울특별시 강남구 양재천로 363 (대치동),서울특별시 강남구 양재천로 363 (대치동),서울특별시 강남구 대치동 505 대치초등학교,37.49099995,127.0621532,서울특별시 강남구 대치동
서울도곡초등학교,학교,서울특별시 강남구 선릉로64길 33 (대치동),서울특별시 강남구 선릉로64길 33 (대치동),서울특별시 강남구 대치동 924-10 도곡초등학교,37.4990552,127.0546745,서울특별시 강남구 대치동
서울언주초등학교,학교,서울특별시 강남구 남부순환로363길 19 (도곡동),서울특별시 강남구 남부순환로363길 19 (도곡동),서울특별시 강남구 도곡동 922 언주초등학교,37.48664769,127.0371101,서울특별시 강남구 도곡동
서울봉은초등학교,학교,서울특별시 강남구 학동로 610 (삼성동),서울특별시 강남구 학동로 610 (삼성동),서울특별시 강남구 삼성동 79-2 봉은초등학교,37.52038283,127.0609698,서울특별시 강남구 삼성동
서울정애학교,학교,서울특별시 강남구 봉은사로81길 16 (삼성동),서울특별시 강남구 봉은사로81길 16 (삼성동),서울특별시 강남구 삼성동 74-13 서울정애학교,37.51444312,127.0543118,서울특별시 강남구 삼성동
서울삼릉초등학교,학교,서울특별시 강남구 봉은사로63길 22 (삼성동),서울특별시 강남구 봉은사로63길 22 (삼성동),서울특별시 강남구 삼성동 42 삼릉초등학교,37.51286266,127.0471265,서울특별시 강남구 삼성동
서울세명초등학교,학교,서울특별시 강남구 자곡로 55 (세곡동),서울특별시 강남구 자곡로 55 (세곡동),서울특별시 강남구 세곡동 529 세명초등학교,37.46857822,127.0909502,서울특별시 강남구 세곡동
서울수서초등학교,학교,"서울특별시 강남구 광평로51길 46(수서동, 수서초등학교)",서울특별시 강남구 광평로51길 46 (수서동),서울특별시 강남구 수서동 709 수서초등학교,37.49084954,127.1016513,서울특별시 강남구 수서동
서울왕북초등학교,학교,서울특별시 강남구 광평로31길 74 (수서동),서울특별시 강남구 광평로31길 74 (수서동),서울특별시 강남구 수서동 745 왕북초등학교,37.48619739,127.0864862,서울특별시 강남구 수서동
서울압구정초등학교,학교,서울특별시 강남구 압구정로39길 29 (압구정동),서울특별시 강남구 압구정로39길 29 (압구정동),서울특별시 강남구 압구정동 461 압구정초등학교,37.53140068,127.0308816,서울특별시 강남구 압구정동
서울역삼초등학교,학교,서울특별시 강남구 강남대로66길 21 (역삼동),서울특별시 강남구 강남대로66길 21 (역삼동),서울특별시 강남구 역삼동 833-7 역삼초등학교,37.49280682,127.0327799,서울특별시 강남구 역삼동
서울대청초등학교,학교,"서울특별시 강남구 양재대로55길 28(일원동, 대청초등학교)",서울특별시 강남구 양재대로55길 28 (일원동),서울특별시 강남구 일원동 712 대청초등학교,37.49283239,127.0879287,서울특별시 강남구 일원동
서울대모초등학교,학교,서울특별시 강남구 광평로20길 27 (일원동),서울특별시 강남구 광평로20길 27 (일원동),서울특별시 강남구 일원동 736 대모초등학교,37.48109404,127.0862115,서울특별시 강남구 일원동
서울영희초등학교,학교,서울특별시 강남구 일원로 21 (일원동),서울특별시 강남구 일원로 21 (일원동),서울특별시 강남구 일원동 617 영희초등학교,37.49191655,127.0813098,서울특별시 강남구 일원동
서울일원초등학교,학교,서울특별시 강남구 영동대로4길 20 (일원동),서울특별시 강남구 영동대로4길 20 (일원동),서울특별시 강남구 일원동 691 일원초등학교,37.48951827,127.0763195,서울특별시 강남구 일원동
서울율현초등학교운동장놀이터,학교,서울특별시 강남구 밤고개로21길 15 (자곡동),서울특별시 강남구 밤고개로21길 15 (자곡동),서울특별시 강남구 자곡동 361-2 율현초등학교,37.47485082,127.1081341,서울특별시 강남구 자곡동
서울자곡초등학교,학교,서울특별시 강남구 자곡로 150 (자곡동),서울특별시 강남구 자곡로 150 (자곡동),서울특별시 강남구 자곡동 642 자곡초등학교,37.47209471,127.0996416,서울특별시 강남구 자곡동
서울언북초등학교,학교,서울특별시 강남구 삼성로135길 42 (청담동),서울특별시 강남구 삼성로135길 42 (청담동),서울특별시 강남구 청담동 27 언북초등학교,37.51998961,127.0456645,서울특별시 강남구 청담동
서울청담초등학교,학교,서울특별시 강남구 압구정로71길 9 (청담동),서울특별시 강남구 압구정로71길 9 (청담동),서울특별시 강남구 청담동 142 청담초등학교,37.52798145,127.0450368,서울특별시 강남구 청담동
서울강솔초등학교 놀이시설,학교,서울특별시 강동구 고덕로97길 80 (강일동)서울강솔초등학교,서울특별시 강동구 고덕로97길 80 (강일동),서울특별시 강동구 강일동 694,37.5618696,127.1802671,서울특별시 강동구 강일동
강일초등학교 놀이터,학교,서울특별시 강동구 아리수로98길 24 (강일동)서울강일초등학교,서울특별시 강동구 아리수로98길 24 (강일동),서울특별시 강동구 강일동 685 서울강일초등학교,37.5652556,127.1772127,서울특별시 강동구 강일동
서울고덕초등학교 놀이시설,학교,서울특별시 강동구 아리수로82길 42 (고덕동)서울고덕초등학교,서울특별시 강동구 아리수로82길 42 (고덕동),서울특별시 강동구 고덕동 158 서울고덕초등학교,37.56073185,127.1666176,서울특별시 강동구 고덕동
서울 명덕초등학교 놀이터,학교,서울특별시 강동구 양재대로156길 11 (고덕동)서울명덕초등학교,서울특별시 강동구 양재대로156길 11 (고덕동),서울특별시 강동구 고덕동 487-15 서울명덕초등학교,37.55689679,127.1460046,서울특별시 강동구 고덕동
서울신명초등학교 놀이시설,학교,서울특별시 강동구 명일로24길 33 (길동)서울신명초등학교,서울특별시 강동구 명일로24길 33 (길동),서울특별시 강동구 길동 42 서울신명초등학교,37.54147783,127.1494999,서울특별시 강동구 길동
서울길동초등학교 놀이터,학교,서울특별시 강동구 양재대로116길 69 (길동)서울길동초등학교,서울특별시 강동구 양재대로116길 69 (길동),서울특별시 강동구 길동 362 길동초등학교,37.53824906,127.1444535,서울특별시 강동구 길동
서울 천동초등학교 놀이터,학교,서울특별시 강동구 성안로 200 (길동)서울천동초등학교,서울특별시 강동구 성안로 200 (길동),서울특별시 강동구 길동 371-1 천동초등학교,37.54057708,127.1375374,서울특별시 강동구 길동
선린초등학교 놀이터,학교,서울특별시 강동구 진황도로61길 29 (둔촌동)서울선린초등학교,서울특별시 강동구 진황도로61길 29 (둔촌동),서울특별시 강동구 둔촌동 91-17 선린초등학교,37.52926142,127.145739,서울특별시 강동구 둔촌동
서울 한산초등학교 놀이터,학교,서울특별시 강동구 풍성로 261 (둔촌동)서울한산초등학교,서울특별시 강동구 풍성로 261 (둔촌동),서울특별시 강동구 둔촌동 149 한산초등학교,37.52807843,127.141448,서울특별시 강동구 둔촌동
서울대명초등학교 놀이시설,학교,서울특별시 강동구 상암로 271 (명일동)서울대명초등학교,서울특별시 강동구 상암로 271 (명일동),서울특별시 강동구 명일동 234 서울대명초등학교,37.54713704,127.1532874,서울특별시 강동구 명일동
명원초등학교 놀이터,학교,서울특별시 강동구 명일로 364 (명일동)서울명원초등학교,서울특별시 강동구 명일로 364 (명일동),서울특별시 강동구 명일동 39 서울명원초등학교,37.55093851,127.150447,서울특별시 강동구 명일동
고명초등학교 놀이터,학교,서울특별시 강동구 고덕로46길 53 (명일동)서울고명초등학교,서울특별시 강동구 고덕로46길 53 (명일동),서울특별시 강동구 명일동 296-1 서울고명초등학교,37.5526498,127.1468763,서울특별시 강동구 명일동
"강명초 놀이시설 1,2",학교,서울특별시 강동구 상일로 74-1 (상일동)서울강명초등학교,서울특별시 강동구 상일로 74-1 (상일동),서울특별시 강동구 상일동 480 서울강명초등학교,37.55454477,127.1734159,서울특별시 강동구 상일동
서울상일초등학교 놀이터,학교,서울특별시 강동구 천호대로 1477 (상일동)서울상일초등학교,서울특별시 강동구 천호대로 1477 (상일동),서울특별시 강동구 상일동 325-1 서울상일초등학교,37.54716294,127.172355,서울특별시 강동구 상일동
주몽학교,학교,서울특별시 강동구 상암로 369 (상일동)주몽학교,서울특별시 강동구 상암로 369 (상일동),서울특별시 강동구 상일동 179 주몽재활원,37.54643543,127.1630934,서울특별시 강동구 상일동
서울성일초등학교 놀이시설,학교,서울특별시 강동구 성내로15길 33 (성내동)서울성일초등학교,서울특별시 강동구 성내로15길 33 (성내동),서울특별시 강동구 성내동 531 서울성일초등학교,37.52911169,127.1283198,서울특별시 강동구 성내동
서울명일초등학교 놀이시설,학교,서울특별시 강동구 고덕로38길 8 (암사동)서울명일초등학교,서울특별시 강동구 고덕로38길 8 (암사동),서울특별시 강동구 암사동 418-18 서울명일초등학교,37.5538426,127.1420159,서울특별시 강동구 암사동
서울선사초등학교 어린이놀이시설,학교,서울특별시 강동구 올림픽로 837 (암사동)서울선사초등학교,서울특별시 강동구 올림픽로 837 (암사동),서울특별시 강동구 암사동 186-1 서울선사초등학교,37.55604665,127.1288102,서울특별시 강동구 암사동
서울신암초등학교,학교,서울특별시 강동구 올림픽로93길 33-16 (암사동)서울신암초등학교,서울특별시 강동구 올림픽로93길 33-16 (암사동),서울특별시 강동구 암사동 517 신암초등학교,37.54931115,127.1243325,서울특별시 강동구 암사동
천호초등학교 운동장 놀이터,학교,서울특별시 강동구 구천면로 310-11 (천호동)서울천호초등학교,서울특별시 강동구 구천면로 310-11 (천호동),서울특별시 강동구 천호동 224-21 서울천호초등학교,37.54730811,127.1359254,서울특별시 강동구 천호동
천일초등학교 운동장 놀이터,학교,서울특별시 강동구 구천면로 266 (천호동)서울천일초등학교,서울특별시 강동구 구천면로 266 (천호동),서울특별시 강동구 천호동 217-70 서울천일초등학교,37.54401524,127.1331562,서울특별시 강동구 천호동
서울강동초등학교놀이터,학교,서울특별시 강동구 상암로14길 77 (천호동)서울강동초등학교,서울특별시 강동구 상암로14길 77 (천호동),서울특별시 강동구 천호동 306 서울강동초등학교,37.54592002,127.1299447,서울특별시 강동구 천호동
서울화계초등학교 어린이놀이시설,학교,서울특별시 강북구 솔매로50가길 25 (미아동),서울특별시 강북구 솔매로50가길 25 (미아동),서울특별시 강북구 미아동 127-2 서울화계초등학교,37.62386394,127.0292824,서울특별시 강북구 미아동
서울 애화학교 놀이터,학교,서울특별시 강북구 솔매로52길 31 (미아동),서울특별시 강북구 솔매로52길 31 (미아동),서울특별시 강북구 미아동 124-2 서울애화학교,37.62524216,127.0287041,서울특별시 강북구 미아동
영훈초등학교 어린이놀이시설,학교,"서울특별시 강북구 도봉로13가길 19, 영훈학교 (미아동)",서울특별시 강북구 도봉로13가길 19 (미아동),서울특별시 강북구 미아동 471-2 영훈학교,37.61368609,127.0276838,서울특별시 강북구 미아동
서울송천초등학교 어린이놀이시설,학교,서울특별시 강북구 삼양로20길 29,서울특별시 강북구 삼양로20길 29 (미아동),서울특별시 강북구 미아동 438 송천초등학교,37.61558381,127.0236661,서울특별시 강북구 미아동
서울삼양초등학교 어린이놀이시설,학교,서울특별시 강북구 삼양로49길 17 (미아동),서울특별시 강북구 삼양로49길 17 (미아동),서울특별시 강북구 미아동 791-1932 삼양초등학교,37.62360826,127.0164922,서울특별시 강북구 미아동
서울삼각산초등학교 어린이놀이시설,학교,서울특별시 강북구 삼양로19길 141 (미아동),서울특별시 강북구 삼양로19길 141 (미아동),"서울특별시 강북구 미아동 1353-10 서울삼각산초등학교,서울삼각산중학교",37.61594399,127.0146419,서울특별시 강북구 미아동
서울미양초등학교 어린이놀이시설,학교,서울특별시 강북구 솔샘로 195 (미아동),서울특별시 강북구 솔샘로 195 (미아동),서울특별시 강북구 미아동 837-687 미양초등학교,37.62094997,127.0136663,서울특별시 강북구 미아동
서울번동초등학교 어린이놀이시설,학교,서울특별시 강북구 번3동236 (서울번동초등학교),실패,서울특별시 강북구 번3동 236 (서울번동초등학교),37.6290089,127.0407561,서울특별시 강북구 번3동
서울오현초등학교놀이터,학교,서울특별시 강북구 월계로 221 (번동),서울특별시 강북구 월계로 221 (번동),서울특별시 강북구 번동 248 오현초등학교,37.62318138,127.0468338,서울특별시 강북구 번동
서울번동초등학교 어린이놀이시설,학교,서울특별시 강북구 오현로 204 (번동),서울특별시 강북구 오현로 204 (번동),서울특별시 강북구 번동 236 번동초등학교,37.6289611,127.0407315,서울특별시 강북구 번동
서울수송초등학교 어린이놀이시설,학교,서울특별시 강북구 한천로124길 14 (번동)서울수송초등학교,서울특별시 강북구 한천로124길 14 (번동),서울특별시 강북구 번동 456 수송초등학교,37.63708664,127.0329926,서울특별시 강북구 번동
수유초등학교 놀이터,학교,서울특별시 강북구 삼양로74길 39 (수유동),서울특별시 강북구 삼양로74길 39 (수유동),서울특별시 강북구 수유동 55-5 수유초등학교,37.63058652,127.0202942,서울특별시 강북구 수유동
서울 우이초등학교 놀이터,학교,서울특별시 강북구 삼양로93길 23 (수유동),서울특별시 강북구 삼양로93길 23 (수유동),서울특별시 강북구 수유동 409 창성빌딩,37.63788524,127.0158747,서울특별시 강북구 수유동
한빛맹학교실내놀이터,학교,서울특별시 강북구 삼양로73가길 47 (수유동),서울특별시 강북구 삼양로73가길 47 (수유동),서울특별시 강북구 수유동 484-21 한빛맹학교,37.62810928,127.0156933,서울특별시 강북구 수유동
한빛맹학교,학교,"서울특별시 강북구 삼양로73가길 47, 한빛맹아학교 (수유동)",서울특별시 강북구 삼양로73가길 47 (수유동),서울특별시 강북구 수유동 484-21 한빛맹학교,37.62810928,127.0156933,서울특별시 강북구 수유동
서울정인학교,학교,서울특별시 강북구 인수봉로 119-20 (수유동),서울특별시 강북구 인수봉로 119-20 (수유동),서울특별시 강북구 수유동 468-305 정인학교,37.63078333,127.0119113,서울특별시 강북구 수유동
서울유현초등학교 놀이터,학교,"서울특별시 강북구 인수봉로37길 24, 서울유현초등학교 (수유동)",서울특별시 강북구 인수봉로37길 24 (수유동),서울특별시 강북구 수유동 466-52 서울유현초등학교,37.63196479,127.0115537,서울특별시 강북구 수유동
서울인수초등학교놀이터,학교,서울특별시 강북구 인수봉로 269 (수유동),서울특별시 강북구 인수봉로 269 (수유동),서울특별시 강북구 수유동 551-19 서울인수초등학교,37.64286599,127.0100202,서울특별시 강북구 수유동
서울 염강초등학교 놀이터,학교,"서울특별시 강서구 허준로 221-22(가양동, 염강초등학교)",서울특별시 강서구 허준로 221-22 (가양동),서울특별시 강서구 가양동 1492 염강초등학교,37.56102849,126.8643933,서울특별시 강서구 가양동
서울가양초등학교 놀이터,학교,서울특별시 강서구 허준로 186 (가양동),서울특별시 강서구 허준로 186 (가양동),서울특별시 강서구 가양동 1484 가양초등학교,37.5616951,126.8590215,서울특별시 강서구 가양동
탑산초등학교 놀이터,학교,서울특별시 강서구 허준로 109 (가양동),서울특별시 강서구 허준로 109 (가양동),서울특별시 강서구 가양동 1473 탑산초등학교,37.56673249,126.852484,서울특별시 강서구 가양동
서울양천초등학교 놀이시설,학교,서울특별시 강서구 양천로 329,서울특별시 강서구 양천로 329 (가양동),서울특별시 강서구 가양동 272-11 양천초등학교,37.57002506,126.8395368,서울특별시 강서구 가양동
서울공항초등학교 어린이놀이시설,학교,서울특별시 강서구 공항대로 91 (공항동),"서울특별시 강서구 공항대로8길 91 (공항동,평화2차주택)",서울특별시 강서구 공항동 55-334 평화2차주택,37.55695992,126.8124322,서울특별시 강서구 공항동
서울송정초등학교 어린이놀이시설,학교,서울특별시 강서구 공항대로3길 18 (공항동),서울특별시 강서구 공항대로3길 18 (공항동),서울특별시 강서구 공항동 22-16 송정초등학교,37.56244113,126.8111142,서울특별시 강서구 공항동
서울내발산초등학교 놀이터,학교,서울특별시 강서구 강서로46길 23 (내발산동),서울특별시 강서구 강서로46길 23 (내발산동),서울특별시 강서구 내발산동 707 내발산초등학교,37.55126692,126.8377967,서울특별시 강서구 내발산동
서울발산초등학교 놀이기구,학교,서울특별시 강서구 강서로45길 113 (내발산동),서울특별시 강서구 강서로45길 113 (내발산동),서울특별시 강서구 내발산동 408 발산초등학교,37.54993523,126.8308846,서울특별시 강서구 내발산동
서울 수명초등학교 본관뒤 놀이터,학교,서울특별시 강서구 수명로1길 84 (내발산동),서울특별시 강서구 수명로1길 84 (내발산동),서울특별시 강서구 내발산동 752 서울수명초등학교,37.5526025,126.8238274,서울특별시 강서구 내발산동
서울백석초등학교 놀이터,학교,서울특별시 강서구 공항대로 491 (등촌동),서울특별시 강서구 공항대로 491 (등촌동),서울특별시 강서구 등촌동 650-14 백석초등학교,37.55325177,126.8621222,서울특별시 강서구 등촌동
서울등마초등학교 놀이시설,학교,서울특별시 강서구 등촌로35길 12 (등촌동),서울특별시 강서구 등촌로35길 12 (등촌동),서울특별시 강서구 등촌동 718 서울등마초등학교,37.54198773,126.8617586,서울특별시 강서구 등촌동
서울등촌초등학교 놀이기구,학교,서울특별시 강서구 등촌로39길 71 (등촌동),서울특별시 강서구 등촌로39길 71 (등촌동),서울특별시 강서구 등촌동 520-4 등촌초등학교,37.54763845,126.8583228,서울특별시 강서구 등촌동
서울등촌초등학교,학교,서울특별시 강서구 등촌로39길 71 (등촌동),서울특별시 강서구 등촌로39길 71 (등촌동),서울특별시 강서구 등촌동 520-4 등촌초등학교,37.54763845,126.8583228,서울특별시 강서구 등촌동
유석초등학교 놀이시설,학교,"서울특별시 강서구 화곡로69길 9(등촌동, 유석초등학교)",서울특별시 강서구 화곡로69길 9 (등촌동),서울특별시 강서구 등촌동 82-1 유석초등학교,37.55961274,126.8532927,서울특별시 강서구 등촌동
서울등원초등학교 어린이놀이시설,학교,서울특별시 강서구 화곡로65길 90 (등촌동),서울특별시 강서구 화곡로65길 90 (등촌동),서울특별시 강서구 등촌동 704-1 등원초등학교,37.56045504,126.849857,서울특별시 강서구 등촌동
서울등현초등학교 놀이시설,학교,서울특별시 강서구 화곡로65길 124 (등촌동),서울특별시 강서구 화곡로65길 124 (등촌동),서울특별시 강서구 등촌동 702-5 등현초등학교,37.5612946,126.8477572,서울특별시 강서구 등촌동
서울 등양초등학교 놀이터,학교,서울특별시 강서구 강서로56나길 140 (등촌동),서울특별시 강서구 강서로56나길 140 (등촌동),서울특별시 강서구 등촌동 691 등양초등학교,37.56479426,126.844666,서울특별시 강서구 등촌동
서울등명초등학교 놀이시설,학교,서울특별시 강서구 강서로56나길 34 (등촌동),서울특별시 강서구 강서로56나길 34 (등촌동),서울특별시 강서구 등촌동 690-2 등명초등학교,37.56062423,126.8422904,서울특별시 강서구 등촌동
마곡공진초등학교 놀이시설,학교,서울특별시 강서구 마곡서로 33 (마곡동),서울특별시 강서구 마곡서로 33 (마곡동),서울특별시 강서구 마곡동 749-2 서울공진초등학교,37.5575107,126.82258,서울특별시 강서구 마곡동
정곡초 놀이시설,학교,서울특별시 강서구 방화대로50길 22 (방화동),서울특별시 강서구 방화대로50길 22 (방화동),서울특별시 강서구 방화동 836 정곡초등학교,37.57676011,126.8189211,서울특별시 강서구 방화동
서울 송화초등학교 놀이터,학교,서울특별시 강서구 방화대로34길 2 (방화동),서울특별시 강서구 방화대로34길 2 (방화동),서울특별시 강서구 방화동 217-35 송화초등학교,37.5681505,126.818033,서울특별시 강서구 방화동
서울치현초등학교 놀이시설,학교,"서울특별시 강서구 방화대로47길 43, 서울치현초등학교 (방화동)",서울특별시 강서구 방화대로47길 43 (방화동),서울특별시 강서구 방화동 833 치현초등학교,37.57561656,126.814572,서울특별시 강서구 방화동
서울삼정초등학교 놀이시설,학교,서울특별시 강서구 금낭화로 222 (방화동),서울특별시 강서구 금낭화로 222 (방화동),서울특별시 강서구 방화동 798 삼정초등학교,37.58010536,126.8103091,서울특별시 강서구 방화동
방화초등학교 놀이터,학교,서울특별시 강서구 양천로6길 92 (방화동),서울특별시 강서구 양천로6길 92 (방화동),서울특별시 강서구 방화동 648-1 방화초등학교,37.56859516,126.8057517,서울특별시 강서구 방화동
서울 개화초등학교 놀이시설,학교,서울특별시 강서구 양천로 11 (방화동),서울특별시 강서구 양천로 11 (방화동),서울특별시 강서구 방화동 500-17 개화초등학교,37.57263763,126.8049623,서울특별시 강서구 방화동
서울염동초등학교 놀이터,학교,"서울특별시 강서구 양천로73길 17, 서울염동초등학교 (염창동)",서울특별시 강서구 양천로73길 17 (염창동),서울특별시 강서구 염창동 45-4 염동초등학교,37.55222905,126.8722404,서울특별시 강서구 염창동
서울염창초등학교 놀이터,학교,서울특별시 강서구 양천로 646-28 (염창동),서울특별시 강서구 양천로 646-28 (염창동),서울특별시 강서구 염창동 269 염창초등학교,37.55296752,126.8680292,서울특별시 강서구 염창동
서울 신곡초등학교 놀이터,학교,서울특별시 강서구 등촌로13자길 42-14 (화곡동),서울특별시 강서구 등촌로13자길 42-14 (화곡동),서울특별시 강서구 화곡동 476-42 신곡초등학교,37.53869112,126.8558732,서울특별시 강서구 화곡동
서울등서초등학교 놀이시설,학교,서울특별시 강서구 화곡로58길 86 (화곡동),서울특별시 강서구 화곡로58길 86 (화곡동),서울특별시 강서구 화곡동 1130-4 등서초등학교,37.55176649,126.8550232,서울특별시 강서구 화곡동
서울 신정초등학교 놀이터,학교,서울특별시 강서구 곰달래로31가길 27 (화곡동),서울특별시 강서구 곰달래로31가길 27 (화곡동),서울특별시 강서구 화곡동 869-42 신정초등학교,37.53272521,126.8525526,서울특별시 강서구 화곡동
교남학교,학교,서울특별시 강서구 까치산로22길 38 (화곡동),서울특별시 강서구 까치산로22길 38 (화곡동),서울특별시 강서구 화곡동 960-22 교남학교,37.54812801,126.8524906,서울특별시 강서구 화곡동
교남학교 놀이터,학교,"서울특별시 강서구 까치산로22길 38, 교남학교 (화곡동)",서울특별시 강서구 까치산로22길 38 (화곡동),서울특별시 강서구 화곡동 960-22 교남학교,37.54812801,126.8524906,서울특별시 강서구 화곡동
